animal_id,intake_date_time,intake_type,animal_type,age,gender,outcome_date_time,days_in_shelter,outcome_month,outcome_year,age_group,breed,is_mix_breed,colour,is_multicolour,is_black,is_white,is_brown,is_yellow,is_gray,outcome_type
75863,2023-02-27 13:42:00,litter relinquishment,cat,0,male,2023-02-28,0,2,2023,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,foster
75864,2023-02-27 13:42:00,litter relinquishment,cat,0,female,2023-05-06,67,5,2023,puppy/kitten,domestic medium hair,no,black,no,yes,no,no,no,no,adoption
75865,2023-02-27 13:42:00,litter relinquishment,cat,0,female,2023-05-05,66,5,2023,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
75866,2023-02-27 13:42:00,litter relinquishment,cat,0,female,2023-05-12,73,5,2023,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
75867,2023-02-27 13:42:00,litter relinquishment,cat,0,male,2023-05-16,77,5,2023,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
75868,2023-02-27 13:42:00,litter relinquishment,cat,0,male,2023-05-08,69,5,2023,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
75869,2023-02-27 13:42:00,litter relinquishment,cat,0,male,2023-05-08,69,5,2023,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
75872,2023-02-27 16:39:00,stray,dog,1,male,2023-03-24,24,3,2023,puppy/kitten,bully breed,yes,brindle and white,yes,no,yes,no,no,no,adoption
75875,2023-02-28 13:54:00,moving,cat,1,male,2023-03-06,5,3,2023,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
75876,2023-02-28 13:54:00,stray,dog,1,male,2023-04-06,36,4,2023,puppy/kitten,bully breed,yes,tan and white,no,no,yes,no,yes,no,adoption
75877,2023-02-28 14:18:00,stray,cat,0,female,2023-03-17,16,3,2023,puppy/kitten,domestic short hair,no,calico,yes,no,no,no,no,no,adoption
75878,2023-02-28 15:10:00,unsuitable accommodation,dog,13,male,2023-03-11,10,3,2023,super senior,"poodle, miniature/mix",yes,grey,no,no,no,no,no,no,foster
75880,2023-02-28 16:49:00,stray,cat,2,male,2023-04-14,44,4,2023,adolescent,domestic short hair,no,grey,no,no,no,no,no,no,adoption
75885,2023-03-02 12:58:00,stray,cat,0,female,2023-03-16,13,3,2023,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
75886,2023-03-02 13:55:00,incompatible with owner lifestyle,dog,2,male,2023-03-05,2,3,2023,adolescent,beagle,yes,brown and white,no,no,yes,yes,no,no,adoption
75887,2023-03-02 14:32:00,stray,cat,0,male,2023-04-06,34,4,2023,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
75888,2023-03-02 14:32:00,stray,cat,0,male,2023-04-06,34,4,2023,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
75889,2023-03-02 20:27:00,sick/injured,dog,2,male,2023-03-03,0,3,2023,adolescent,bully breed,yes,brown and white,no,no,yes,yes,no,no,reclaimed
75890,2023-03-03 10:08:00,owner deceased,dog,10,female,2023-04-02,29,4,2023,senior,chihuahua,no,brown,no,no,no,yes,no,no,foster
75894,2023-03-03 12:37:00,moving,dog,3,female,2023-03-12,8,3,2023,adolescent,shep,yes,brown and black,no,yes,no,yes,no,no,adoption
75895,2023-03-03 13:54:00,incompatible with owner lifestyle,cat,8,female,2023-03-10,6,3,2023,senior,domestic long hair,no,torbie,yes,no,no,no,no,no,adoption
75896,2023-03-03 15:33:00,unsuitable accommodation,cat,3,female,2023-03-04,0,3,2023,adolescent,domestic short hair,no,tabbico,no,no,no,no,no,no,transfer
75897,2023-03-03 16:08:00,stray,dog,0,male,2023-03-21,17,3,2023,puppy/kitten,american staffordshire terrier/mix,yes,white and tan,no,no,yes,no,yes,no,adoption
75898,2023-03-03 16:22:00,stray,dog,2,male,2023-03-05,1,3,2023,adolescent,chihuahua,no,brown and white,no,no,yes,yes,no,no,reclaimed
75905,2023-03-06 08:11:00,stray,dog,0,female,2023-04-08,32,4,2023,puppy/kitten,bully breed,yes,black and white,no,yes,yes,no,no,no,adoption
75906,2023-03-06 09:35:00,moving,cat,12,male,2023-03-09,2,3,2023,super senior,domestic long hair,no,black,no,yes,no,no,no,no,adoption
75907,2023-03-06 09:43:00,moving,dog,1,female,2023-03-11,4,3,2023,puppy/kitten,hound,yes,brown,no,no,no,yes,no,no,adoption
75911,2023-03-06 14:23:00,moving,dog,0,male,2023-03-10,3,3,2023,puppy/kitten,mastiff,yes,black and white,no,yes,yes,no,no,no,adoption
75912,2023-03-06 14:25:00,moving,dog,0,male,2023-03-11,4,3,2023,puppy/kitten,mastiff,yes,black and white,no,yes,yes,no,no,no,adoption
75913,2023-03-06 14:55:00,incompatible with owner lifestyle,cat,0,male,2023-04-28,52,4,2023,puppy/kitten,domestic short hair,no,tricolour,no,no,no,no,no,no,adoption
75914,2023-03-06 14:58:00,incompatible with owner lifestyle,cat,0,male,2023-04-28,52,4,2023,puppy/kitten,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
75915,2023-03-06 15:27:00,moving,dog,4,female,2023-05-20,74,5,2023,adulthood,bully breed,yes,white,no,no,yes,no,no,no,adoption
75916,2023-03-06 16:01:00,stray,cat,3,male,2023-03-28,21,3,2023,adolescent,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
75920,2023-03-07 14:30:00,landlord issues,dog,3,female,2023-03-24,16,3,2023,adolescent,bully breed,yes,brown,no,no,no,yes,no,no,adoption
75924,2023-03-07 14:55:00,litter relinquishment,dog,0,female,2023-04-11,34,4,2023,puppy/kitten,australian shepherd/mix,yes,black and white,no,yes,yes,no,no,no,foster
75925,2023-03-07 14:55:00,litter relinquishment,dog,0,male,2023-04-11,34,4,2023,puppy/kitten,australian shepherd/mix,yes,black and white,no,yes,yes,no,no,no,adoption
75926,2023-03-07 14:55:00,litter relinquishment,dog,0,male,2023-04-04,27,4,2023,puppy/kitten,australian shepherd/mix,yes,black and tan,no,yes,no,no,yes,no,foster
75933,2023-03-08 15:51:00,stray,dog,1,female,2023-04-02,24,4,2023,puppy/kitten,bully breed,yes,black,no,yes,no,no,no,no,adoption
75934,2023-03-08 16:11:00,stray,dog,5,male,2023-03-09,0,3,2023,adulthood,labrador retriever,no,black,no,yes,no,no,no,no,reclaimed
75936,2023-03-09 12:21:00,incompatible with owner lifestyle,dog,3,female,2023-03-10,0,3,2023,adolescent,japanese chin,yes,cream,no,no,no,no,yes,no,adoption
75940,2023-03-09 14:17:00,stray,cat,2,male,2023-05-10,61,5,2023,adolescent,siamese,yes,white and brown,no,no,yes,yes,no,no,adoption
75944,2023-03-10 12:28:00,stray,cat,6,male,2023-04-01,21,4,2023,adulthood,domestic short hair,no,grey,no,no,no,no,no,no,adoption
75949,2023-03-11 14:04:00,rabies monitoring,cat,1,female,2023-03-14,2,3,2023,puppy/kitten,domestic short hair,no,tabbico,no,no,no,no,no,no,foster
75950,2023-03-12 10:10:00,litter relinquishment,cat,0,female,2023-05-07,55,5,2023,puppy/kitten,domestic short hair,no,tabbico,no,no,no,no,no,no,foster
75951,2023-03-12 10:10:00,litter relinquishment,cat,0,male,2023-03-14,1,3,2023,puppy/kitten,domestic short hair,no,orange,no,no,no,no,no,no,foster
75952,2023-03-12 10:10:00,litter relinquishment,cat,0,male,2023-03-14,1,3,2023,puppy/kitten,domestic short hair,no,orange,no,no,no,no,no,no,foster
75953,2023-03-12 10:10:00,litter relinquishment,cat,0,male,2023-03-14,1,3,2023,puppy/kitten,domestic short hair,no,orange and white,no,no,yes,no,no,no,foster
75954,2023-03-12 10:10:00,litter relinquishment,cat,0,female,2023-03-14,1,3,2023,puppy/kitten,domestic short hair,no,tabbico,no,no,no,no,no,no,foster
75955,2023-03-13 12:05:00,litter relinquishment,dog,0,male,2023-03-17,3,3,2023,puppy/kitten,rat terrier/mix,yes,"black, brown and white",no,yes,yes,yes,no,no,adoption
75956,2023-03-13 12:05:00,litter relinquishment,dog,0,male,2023-03-17,3,3,2023,puppy/kitten,rat terrier/mix,yes,"black, brown and white",no,yes,yes,yes,no,no,adoption
75957,2023-03-13 12:05:00,litter relinquishment,dog,0,male,2023-03-16,2,3,2023,puppy/kitten,rat terrier/mix,yes,"brown, black and white",no,yes,yes,yes,no,no,adoption
75958,2023-03-13 12:05:00,litter relinquishment,dog,0,male,2023-03-18,4,3,2023,puppy/kitten,rat terrier/mix,yes,"brown, black and white",no,yes,yes,yes,no,no,adoption
75962,2023-03-13 12:40:00,stray,cat,3,male,2023-04-09,26,4,2023,adolescent,domestic short hair,no,black and brown,no,yes,no,yes,no,no,adoption
75964,2023-03-13 14:05:00,stray,dog,4,female,2023-03-31,17,3,2023,adulthood,bully breed,yes,brindle,yes,no,no,no,no,no,adoption
75965,2023-03-13 14:41:00,incompatible with owner lifestyle,cat,9,female,2023-03-21,7,3,2023,senior,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
75966,2023-03-13 14:41:00,incompatible with owner lifestyle,cat,6,female,2023-05-11,58,5,2023,adulthood,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
75967,2023-03-13 14:41:00,incompatible with owner lifestyle,cat,6,female,2023-04-09,26,4,2023,adulthood,domestic short hair,no,black and brown,no,yes,no,yes,no,no,foster
75968,2023-03-13 14:41:00,incompatible with owner lifestyle,cat,8,female,2023-04-15,32,4,2023,senior,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
75969,2023-03-13 14:42:00,rabies monitoring,cat,2,female,2023-04-14,31,4,2023,adolescent,domestic short hair,no,grey and white,no,no,yes,no,no,no,adoption
75970,2023-03-13 15:50:00,return adopt - lifestyle issue,cat,8,male,2023-03-21,7,3,2023,senior,domestic short hair,no,buff,no,no,no,no,yes,no,adoption
75974,2023-03-14 15:05:00,incompatible with owner lifestyle,dog,1,male,2023-04-30,46,4,2023,puppy/kitten,siberian husky,yes,tan,no,no,no,no,yes,no,foster
75975,2023-03-14 16:00:00,stray,dog,0,female,2023-03-28,13,3,2023,puppy/kitten,labrador retriever/mix,yes,black,no,yes,no,no,no,no,adoption
75976,2023-03-15 12:56:00,unable to afford,dog,15,female,2023-03-17,1,3,2023,super senior,chihuahua,no,brindle,yes,no,no,no,no,no,foster
75977,2023-03-15 14:42:00,tnr - trap/neuter/release,dog,4,female,2023-03-16,0,3,2023,adulthood,beagle,yes,brown and black,no,yes,no,yes,no,no,reclaimed
75978,2023-03-15 14:46:00,tnr - trap/neuter/release,dog,0,female,2023-03-16,0,3,2023,puppy/kitten,beagle,yes,black and white,no,yes,yes,no,no,no,reclaimed
75983,2023-03-16 11:11:00,stray,dog,3,male,2023-04-06,20,4,2023,adolescent,carolina dog,no,white,no,no,yes,no,no,no,adoption
75984,2023-03-16 11:11:00,stray,dog,6,female,2023-04-14,28,4,2023,adulthood,carolina dog,no,black and brown,no,yes,no,yes,no,no,foster
75985,2023-03-16 11:11:00,stray,dog,7,male,2023-03-31,14,3,2023,adulthood,carolina dog,no,various,no,no,no,no,no,no,adoption
75986,2023-03-16 11:11:00,stray,dog,5,female,2023-04-21,35,4,2023,adulthood,carolina dog,no,cream,no,no,no,no,yes,no,foster
75987,2023-03-16 11:11:00,stray,dog,0,female,2023-03-24,7,3,2023,puppy/kitten,carolina dog,no,yellow,no,no,no,no,yes,no,adoption
75988,2023-03-16 11:11:00,stray,dog,0,female,2023-03-24,7,3,2023,puppy/kitten,carolina dog,no,various,no,no,no,no,no,no,adoption
75989,2023-03-16 11:11:00,stray,dog,3,male,2023-05-07,51,5,2023,adolescent,carolina dog,no,red and white,no,no,yes,yes,no,no,adoption
75990,2023-03-16 11:11:00,stray,dog,3,male,2023-04-21,35,4,2023,adolescent,carolina dog,no,cream,no,no,no,no,yes,no,foster
75993,2023-03-16 15:18:00,landlord issues,cat,1,female,2023-03-21,4,3,2023,puppy/kitten,domestic medium hair,no,various,no,no,no,no,no,no,adoption
75995,2023-03-17 01:29:00,police assist,dog,3,female,2023-03-31,13,3,2023,adolescent,rottweiler,no,black and tan,no,yes,no,no,yes,no,reclaimed
75996,2023-03-17 01:32:00,police assist,dog,0,female,2023-05-11,54,5,2023,puppy/kitten,chihuahua,no,brown and black,no,yes,no,yes,no,no,adoption
75997,2023-03-17 01:47:00,police assist,cat,1,male,2023-03-21,3,3,2023,puppy/kitten,domestic medium hair,no,seal point,yes,no,no,no,no,no,reclaimed
75999,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-03-24,6,3,2023,puppy/kitten,carolina dog,no,cream,no,no,no,no,yes,no,adoption
76000,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-03-24,6,3,2023,puppy/kitten,carolina dog,no,cream,no,no,no,no,yes,no,adoption
76001,2023-03-17 11:48:00,abuse/ neglect,dog,3,male,2023-04-02,15,4,2023,adolescent,carolina dog,no,tan and white,no,no,yes,no,yes,no,adoption
76002,2023-03-17 11:48:00,abuse/ neglect,dog,2,male,2023-04-01,14,4,2023,adolescent,carolina dog,no,tan,no,no,no,no,yes,no,adoption
76003,2023-03-17 11:48:00,abuse/ neglect,dog,2,female,2023-04-29,42,4,2023,adolescent,carolina dog,no,various,no,no,no,no,no,no,foster
76006,2023-03-17 11:48:00,abuse/ neglect,dog,5,female,2023-03-22,4,3,2023,adulthood,carolina dog,no,tan,no,no,no,no,yes,no,foster
76007,2023-03-17 11:48:00,abuse/ neglect,dog,3,female,2023-05-17,60,5,2023,adolescent,carolina dog,no,cream,no,no,no,no,yes,no,foster
76018,2023-03-17 11:48:00,abuse/ neglect,dog,2,male,2023-04-22,35,4,2023,adolescent,carolina dog,no,white,no,no,yes,no,no,no,adoption
76019,2023-03-17 11:48:00,abuse/ neglect,dog,5,female,2023-04-13,26,4,2023,adulthood,carolina dog,no,black and tan,no,yes,no,no,yes,no,foster
76020,2023-03-17 11:48:00,abuse/ neglect,dog,3,female,2023-04-10,23,4,2023,adolescent,carolina dog,no,cream,no,no,no,no,yes,no,adoption
76021,2023-03-17 11:48:00,abuse/ neglect,dog,5,female,2023-05-05,48,5,2023,adulthood,carolina dog,no,black and tan,no,yes,no,no,yes,no,foster
76022,2023-03-17 11:48:00,abuse/ neglect,dog,5,female,2023-03-20,2,3,2023,adulthood,carolina dog,no,tan and brown,no,no,no,yes,yes,no,foster
76028,2023-03-17 12:08:00,police assist,dog,8,female,2023-03-29,11,3,2023,senior,boxer/mix,yes,brindle and white,yes,no,yes,no,no,no,reclaimed
76029,2023-03-17 13:09:00,stray,cat,4,male,2023-03-25,7,3,2023,adulthood,domestic short hair,no,brown and black,no,yes,no,yes,no,no,adoption
76031,2023-03-17 11:48:00,abuse/ neglect,dog,3,male,2023-05-14,57,5,2023,adolescent,carolina dog,no,cream,no,no,no,no,yes,no,adoption
76032,2023-03-17 11:48:00,abuse/ neglect,dog,11,female,2023-05-05,48,5,2023,super senior,dachshund,no,brown,no,no,no,yes,no,no,foster
76033,2023-03-17 11:48:00,abuse/ neglect,dog,7,female,2023-04-13,26,4,2023,adulthood,dachshund,no,brindle,yes,no,no,no,no,no,adoption
76034,2023-03-17 11:48:00,abuse/ neglect,dog,12,female,2023-04-01,14,4,2023,super senior,dachshund,no,black,no,yes,no,no,no,no,adoption
76035,2023-03-17 11:48:00,abuse/ neglect,dog,6,female,2023-05-01,44,5,2023,adulthood,carolina dog,no,cream,no,no,no,no,yes,no,foster
76037,2023-03-17 11:48:00,abuse/ neglect,dog,1,male,2023-03-31,13,3,2023,puppy/kitten,carolina dog,no,cream,no,no,no,no,yes,no,adoption
76051,2023-03-17 14:48:00,stray,dog,0,female,2023-04-01,14,4,2023,puppy/kitten,terrier/bully breed,yes,brown,no,no,no,yes,no,no,adoption
76061,2023-03-18 12:26:00,stray,dog,0,female,2023-03-30,11,3,2023,puppy/kitten,shep,yes,black and tan,no,yes,no,no,yes,no,adoption
76062,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-11,54,5,2023,puppy/kitten,carolina dog,no,white,no,no,yes,no,no,no,adoption
76063,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-10,53,5,2023,puppy/kitten,carolina dog,no,white,no,no,yes,no,no,no,adoption
76064,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-13,56,5,2023,puppy/kitten,carolina dog,no,white,no,no,yes,no,no,no,adoption
76065,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-11,54,5,2023,puppy/kitten,carolina dog,no,white,no,no,yes,no,no,no,adoption
76066,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-11,54,5,2023,puppy/kitten,carolina dog,no,white,no,no,yes,no,no,no,adoption
76067,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-20,63,5,2023,puppy/kitten,carolina dog,no,tan and white,no,no,yes,no,yes,no,adoption
76068,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-11,54,5,2023,puppy/kitten,carolina dog,no,tan and white,no,no,yes,no,yes,no,adoption
76069,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-11,54,5,2023,puppy/kitten,carolina dog,no,"black, brown and white",no,yes,yes,yes,no,no,adoption
76070,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-14,57,5,2023,puppy/kitten,carolina dog,no,"black, brown and white",no,yes,yes,yes,no,no,adoption
76072,2023-03-18 13:41:00,incompatible with owner lifestyle,cat,9,male,2023-04-01,13,4,2023,senior,domestic short hair,no,orange and white,no,no,yes,no,no,no,adoption
76073,2023-03-18 13:43:00,incompatible with owner lifestyle,cat,9,male,2023-04-01,13,4,2023,senior,domestic short hair,no,orange and white,no,no,yes,no,no,no,adoption
76074,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-05,48,5,2023,puppy/kitten,carolina dog,no,black and brown,no,yes,no,yes,no,no,adoption
76075,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-06,49,5,2023,puppy/kitten,carolina dog,no,black and grey,no,yes,no,no,no,no,adoption
76076,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-05,48,5,2023,puppy/kitten,carolina dog,no,brown and white,no,no,yes,yes,no,no,adoption
76077,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-05,48,5,2023,puppy/kitten,carolina dog,no,tan and brown,no,no,no,yes,yes,no,adoption
76078,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-11,54,5,2023,puppy/kitten,carolina dog,no,cream,no,no,no,no,yes,no,adoption
76079,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-11,54,5,2023,puppy/kitten,carolina dog,no,brown and white,no,no,yes,yes,no,no,adoption
76080,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-11,54,5,2023,puppy/kitten,carolina dog,no,"black, brown and white",no,yes,yes,yes,no,no,adoption
76081,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-11,54,5,2023,puppy/kitten,carolina dog,no,tan and brown,no,no,no,yes,yes,no,adoption
76082,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-12,55,5,2023,puppy/kitten,carolina dog,no,"black, brown and white",no,yes,yes,yes,no,no,adoption
76083,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-13,56,5,2023,puppy/kitten,carolina dog,no,tan and brown,no,no,no,yes,yes,no,adoption
76084,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-13,56,5,2023,puppy/kitten,carolina dog,no,black and brown,no,yes,no,yes,no,no,adoption
76085,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-13,56,5,2023,puppy/kitten,carolina dog,no,cream,no,no,no,no,yes,no,adoption
76086,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-13,56,5,2023,puppy/kitten,carolina dog,no,black and brindle,yes,yes,no,no,no,no,adoption
76088,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-12,55,5,2023,puppy/kitten,carolina dog,no,white,no,no,yes,no,no,no,adoption
76089,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-12,55,5,2023,puppy/kitten,carolina dog,no,"black, brown and white",no,yes,yes,yes,no,no,adoption
76090,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-14,57,5,2023,puppy/kitten,carolina dog,no,white,no,no,yes,no,no,no,adoption
76091,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-13,56,5,2023,puppy/kitten,carolina dog,no,"brown, black and white",no,yes,yes,yes,no,no,adoption
76092,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-12,55,5,2023,puppy/kitten,carolina dog,no,white,no,no,yes,no,no,no,adoption
76093,2023-03-17 11:48:00,abuse/ neglect,dog,0,male,2023-05-12,55,5,2023,puppy/kitten,carolina dog,no,"brown, black and white",no,yes,yes,yes,no,no,adoption
76094,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-12,55,5,2023,puppy/kitten,carolina dog,no,"brown, black and white",no,yes,yes,yes,no,no,adoption
76095,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-12,55,5,2023,puppy/kitten,carolina dog,no,"brown, black and white",no,yes,yes,yes,no,no,adoption
76096,2023-03-17 11:48:00,abuse/ neglect,dog,0,female,2023-05-12,55,5,2023,puppy/kitten,carolina dog,no,"black, brown and white",no,yes,yes,yes,no,no,adoption
76099,2023-03-19 13:40:00,stray,dog,12,male,2023-03-20,0,3,2023,super senior,yorkshire terrier,no,grey and black,no,yes,no,no,no,no,reclaimed
76100,2023-03-20 12:10:00,stray,dog,7,female,2023-03-21,0,3,2023,adulthood,bully breed,yes,tan and white,no,no,yes,no,yes,no,reclaimed
76102,2023-03-20 13:08:00,unable to afford,dog,11,male,2023-03-24,3,3,2023,super senior,chihuahua/mix,yes,black,no,yes,no,no,no,no,adoption
76103,2023-03-21 09:13:00,stray,cat,2,male,2023-03-31,9,3,2023,adolescent,domestic medium hair,no,black,no,yes,no,no,no,no,adoption
76104,2023-03-21 10:07:00,incompatible with owner lifestyle,cat,15,female,2023-03-23,1,3,2023,super senior,domestic long hair,no,tortoiseshell,no,no,no,no,no,no,foster
76107,2023-03-22 09:06:00,stray,cat,2,male,2023-04-17,25,4,2023,adolescent,domestic long hair,no,black,no,yes,no,no,no,no,adoption
76108,2023-03-22 09:06:00,stray,cat,4,male,2023-04-11,19,4,2023,adulthood,domestic medium hair,no,black and white,no,yes,yes,no,no,no,reclaimed
76109,2023-03-22 09:58:00,stray,cat,1,male,2023-03-31,8,3,2023,puppy/kitten,domestic short hair,no,grey black and white,no,yes,yes,no,no,no,adoption
76110,2023-03-22 12:08:00,stray,cat,6,male,2023-03-30,7,3,2023,adulthood,domestic long hair,no,buff and white,no,no,yes,no,yes,no,reclaimed
76113,2023-03-23 09:28:00,rabies monitoring,dog,1,female,2023-04-04,11,4,2023,puppy/kitten,great pyrenees,yes,white,no,no,yes,no,no,no,reclaimed
76115,2023-03-23 16:16:00,stray,dog,1,male,2023-04-17,24,4,2023,puppy/kitten,"poodle, standard",yes,black,no,yes,no,no,no,no,adoption
76119,2023-03-24 14:26:00,unsuitable accommodation,cat,0,female,2023-04-10,16,4,2023,puppy/kitten,domestic short hair,no,white and black,no,yes,yes,no,no,no,adoption
76120,2023-03-24 13:35:00,unsuitable accommodation,cat,0,female,2023-04-10,16,4,2023,puppy/kitten,domestic short hair,no,white and black,no,yes,yes,no,no,no,adoption
76125,2023-03-24 15:50:00,unsuitable accommodation,cat,2,female,2023-04-12,18,4,2023,adolescent,domestic medium hair,no,tortoiseshell,no,no,no,no,no,no,adoption
76126,2023-03-24 15:50:00,unsuitable accommodation,cat,2,male,2023-04-14,20,4,2023,adolescent,domestic medium hair,no,orange and white,no,no,yes,no,no,no,adoption
76127,2023-03-24 15:50:00,unsuitable accommodation,cat,2,female,2023-05-20,56,5,2023,adolescent,domestic short hair,no,black,no,yes,no,no,no,no,adoption
76129,2023-03-24 15:50:00,unsuitable accommodation,cat,2,male,2023-04-15,21,4,2023,adolescent,domestic medium hair,no,orange,no,no,no,no,no,no,adoption
76130,2023-03-24 15:50:00,unsuitable accommodation,cat,2,female,2023-05-06,42,5,2023,adolescent,domestic medium hair,no,black and brown,no,yes,no,yes,no,no,adoption
76131,2023-03-24 15:50:00,unsuitable accommodation,cat,2,female,2023-04-18,24,4,2023,adolescent,domestic medium hair,no,calico,yes,no,no,no,no,no,adoption
76133,2023-03-24 15:50:00,unsuitable accommodation,cat,2,female,2023-05-12,48,5,2023,adolescent,domestic short hair,no,tortoiseshell,no,no,no,no,no,no,adoption
76134,2023-03-24 16:04:00,unsuitable accommodation,cat,0,male,2023-03-27,2,3,2023,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,foster
76135,2023-03-24 16:04:00,unsuitable accommodation,cat,0,male,2023-05-19,55,5,2023,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
76136,2023-03-24 16:04:00,unsuitable accommodation,cat,0,female,2023-05-19,55,5,2023,puppy/kitten,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
76137,2023-03-24 16:04:00,unsuitable accommodation,cat,0,male,2023-05-20,56,5,2023,puppy/kitten,domestic short hair,no,grey,no,no,no,no,no,no,adoption
76140,2023-03-24 16:04:00,unsuitable accommodation,cat,0,male,2023-05-20,56,5,2023,puppy/kitten,domestic short hair,no,orange and white,no,no,yes,no,no,no,adoption
76145,2023-03-25 11:56:00,stray,dog,1,male,2023-03-26,0,3,2023,puppy/kitten,husky,yes,white,no,no,yes,no,no,no,reclaimed
76146,2023-03-25 12:11:00,incompatible with owner lifestyle,dog,5,female,2023-04-14,19,4,2023,adulthood,french bulldog,no,fawn,no,no,no,no,yes,no,transfer
76147,2023-03-25 13:05:00,unable to afford,cat,1,female,2023-04-20,25,4,2023,puppy/kitten,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
76148,2023-03-25 13:05:00,unable to afford,cat,1,male,2023-04-10,15,4,2023,puppy/kitten,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
76149,2023-03-25 13:05:00,unable to afford,cat,1,male,2023-03-28,2,3,2023,puppy/kitten,domestic short hair,no,black,no,yes,no,no,no,no,adoption
76150,2023-03-25 13:05:00,unable to afford,cat,1,male,2023-04-10,15,4,2023,puppy/kitten,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
76151,2023-03-25 13:05:00,unable to afford,cat,1,male,2023-04-06,11,4,2023,puppy/kitten,domestic short hair,no,black and white,no,yes,yes,no,no,no,adoption
76152,2023-03-25 13:35:00,owner deceased,cat,7,male,2023-04-25,30,4,2023,adulthood,domestic short hair,no,black and grey with white,no,yes,yes,no,no,no,adoption
76153,2023-03-25 14:32:00,stray,cat,3,female,2023-03-28,2,3,2023,adolescent,domestic short hair,no,grey,no,no,no,no,no,no,foster
76155,2023-03-25 15:40:00,stray,dog,5,female,2023-04-05,10,4,2023,adulthood,chihuahua,no,brown and white,no,no,yes,yes,no,no,adoption
76156,2023-03-26 12:49:00,stray,dog,8,male,2023-04-06,10,4,2023,senior,jack russell terrier,no,white and tan,no,no,yes,no,yes,no,adoption
76157,2023-03-26 12:49:00,stray,dog,8,female,2023-04-06,10,4,2023,senior,jack russell terrier,no,white and tan,no,no,yes,no,yes,no,adoption
76159,2023-03-27 08:56:00,stray,dog,2,female,2023-05-06,39,5,2023,adolescent,bully breed,yes,tan and white,no,no,yes,no,yes,no,adoption
76160,2023-03-27 11:38:00,unsuitable accommodation,dog,2,female,2023-03-28,0,3,2023,adolescent,labrador retriever,no,black,no,yes,no,no,no,no,reclaimed
